question,transformed,generated,true_answer,num_answers,type,source,context,true_input
"In Sect. 4.2, we introduced a three-dimensional classification of activities of management of information systems. How would you describe the scope and tasks of the following activities of managing information systems? - Developing a strategic information management plan (e.g., this is related to strategic planning),",How would you discribe the scope an tasks for the following activites of managing informations systems: Developping a strategic information managment plan?,"
 - Developing a strategic information management plan (e.g., this is related to planning),
 - Initiating projects from the strategic project portfolio,
 - Collection and analysis of data from user surveys on their general satisfaction with the health information system,
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Analysis of network availability and network failures.
 - Planning of a user service support system for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service support system for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Planning of a user service desk for a group of clinical application components,
 - Operation",Developing a strategic information management plan: strategic planning,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you discribe the scope an tasks for the following activites of managing informations systems: Developping a strategic information managment plan?
Answer: "
"- Initiating projects from the strategic project portfolio,",How would you discribe the scope an tasks of the following activites of manageing information system: from the startegic project portfollio Initiating project?,"
 - Strategic planning of the information system
 - execution of projects
 - monitoring of the information system
 - directing of the information system
 - monitoring of the information system’s development and operation
 - monitoring of the information system’s costs
 - monitoring of the information system’s costs per project or per user log in the context of the project plan.
 - monitoring of the information system’s functionality
 - analysis of the application components that are well used in the health care facility.
 - selection and introduction of new application components.
 - replacement of an application component for discharge of a patient.
 - assessment of user satisfaction with a new application component for an intensive care unit (ICU).
 - planning of a user service desk for a group of clinical application components.
 - Operation of a service desk for a group of clinical application components.
 - Daily monitoring of network availability and network failures.
 - Analysis of network availability and network failures.
 - Planned functionality: --> Functionality that is planned in detail, for example, by defining the --> functions and the --> application components that are to be used (Sect. 3.​8).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. 4.​7.​4).
 - Functional redundancy: Situation where copies of --> functions are supported by more than one --> application component (Sect. 3.​8.​2).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. 4.​7.​2).
 - Functional redundancy: Situation where copies of --> functions are supported by more than one --> application component (Sect. 3.​8.​2).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. ",Initiating projects from the strategic project portfolio: strategic directing,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you discribe the scope an tasks of the following activites of manageing information system: from the startegic project portfollio Initiating project?
Answer: "
"- Planning a project to select and introduce a new CPOE system,",How would you discribe the scope an tasks of the following activites of manageing information sytems: Planing a project to select and introduce a new CPOE system?,"
 - Sect. 5.​4.​1: Planning of a project to select and introduce a new CPOE system
 - Sect. 5.​4.​2: Planning of a project to introduce a new CPOE system
 - Sect. 5.​4.​3: Planning of a project to replace an application system for discharge summary writing in outpatient units
 - Sect. 5.​5: Planning of a project to assess cause–effect relationships of intervention.​5.​6.​2).
 - Sect. 5.​6.​3: Planning of a project to select and introduce a new CPOE system
 - Sect. 5.​6.​4: Planning of a project to introduce a new intensive care system
 - Sect. 5.​5: Planning of a project to assess cause–effect relationships of intervention.​5.​6.​2).
 - Planning of a project to select and introduce a new CPOE system: --> Strategic information management plan.
 - Planning of a project to assess cause-effect relationships of intervention: --> Clinical Decision Support for Worker Health and Rehabilitation (CDS).
 - Planning of a project to select and introduce a new intensive care system: --> Socio-technical system.
 - Planning of a project to assess cause-effect relationships of intervention: --> Clinical Decision Support for Worker Health and Rehabilitation (CDS)
 - Planning of a project to select and introduce a new CPOE system: --> CPOE system.​1021.​11.​11222).
 - Planning of a project to assess cause-effect relationships of intervention: --> Clinical Decision Support for Worker Health and Rehabilitation (CDS)
 - Planning of a project to select and introduce a new intensive care system: --> HIS.​11.​11.​2).
 - Planning of a project to assess cause-effect relationships of intervention: --> Clinical Decision Support for Worker Health and Rehabilitation (CDS)
 - Planning of a",Planning a project to select and introduce a new CPOE system: tactical planning,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you discribe the scope an tasks of the following activites of manageing information sytems: Planing a project to select and introduce a new CPOE system?
Answer: "
Definieren Sie den Begriff „Krankenhausinformationssystem“.,"Deffine the term ""hosptial information sistems"".","
 - Hospitals can be considered as quite complex entities.
 - Therefore, nearly all functions mentioned in Chap. 3, together with their data to be processed, are considered, as well as many of the application components that are usually used.
 - The functions of patient care are mostly similar to those described for patients in Chap. 3.
 - The application components that are relevant for the functions are described in Chap. 3.
 - The functions of patient care are performed in all relevant application components of health care facilities.
 - The application components of health care facilities can be considered as interoperable application components.
 - As interoperable application components, application components can be considered as combining an application system with a non-computer-based application component in such a way that the resulting information system is supported by one or more application components.
 - An application system is interoperable with respect to a certain function of health care facilities if it is syntactically interoperable with respect to all its subfunctions are supported by one or more application components of health care facilities and if the application components can communicate with each other in a standardized manner.
 - The interoperability of application systems is a property of the information system of a health care facility as a whole.
 - 
 ### 3.9.4 An Information-Processing Monitoring Report
 Look at the health information system’s KPIs of Ploetzberg Hospital in Example 3.8.2. Try to figure out some of these numbers for a real hospital and compare both hospitals’ KPIs in the form of a benchmarking report.
 It may help to look at the strategic information management plan of this hospital or at its website.
 
 Answer:
 - KPI | Ploetzberg Hospital | My hospital
 - Number of HIS staff | 46
 - Number of HIS users | 4800
 - Number of workstations | 1350
 - Number of mobile IT tools | 2500
 - HIS user per mobile IT tool | 1.9
 - Number of IT problem tickets | 15,500
 - Percentage of solved IT problem tickets | 96%
 - Availability of the overall H","A Hospital Information system is the socio-technical subsystem of for hospitals. It comprimises all data, information, and knowledge processing as well as the associated human or technical actors in their respective data, information, and knowledge processing roles.",1,single,IS_2022_07_18,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Deffine the term ""hosptial information sistems"".
Answer: "
Wie erhalten Apotheker:innen Zugriff auf verordnete eRezepte?,How do pharmasists get acess to e-prescriptons?,"
 - The most elaborate but also the most direct way to access e-prescripts is to obtain them from patient records.
 - To obtain them, the person must be an authorized by the facility that also has access to patient records.
 - Finally, to be able to access them, the person must be able to access the facility’s information system.
 
 ### 3.9.2 Domain Layer: Functions to Be Supported
 In the last section, we introduced the data to be processed and provided.
 Now we can describe the functions of health care facilities in more detail.
 These functions are presented in Sect. 3.8.
 
 - Function (from Sect. 3.3.2) | Typical features
 - Medical admission | Provide means for check-in of patient. Provide forms for documenting medical history. Provide forms for documenting diagnosis. Scan documents from referring physician and other sources of information about the medical history. Provide forms for documenting patient’s informed consent. Provide forms for documenting planned tasks. Provide guidelines for care planning. Provide context-related medical knowledge. Provide context-related medical terminologies. Provide context-related medical terminologies. Provide terminology for health measurements, observations, and documents. Provide forms for documenting clinical and non-clinical information. Provide forms for documenting medications. Create work list for a group of patients. Print forms. Provide means for creating statistics
 - Coding of diagnoses and procedures | Scoring of the patient (e.g., TISS, SAPSII). Provide catalogs and other means for coding of procedures. Provide catalogs and other means for coding of diagnoses. Provide forms for creating work list for a group of patients. Print forms. Provide means for creating statistics
 - Clinical discharge and medical discharge summary | Provide means for writing the discharge summary. Provide means for finalizing documentation. Communicate discharge information. Provide means for ordering patient transfer to other units. Supply and disposal management, scheduling, and resource allocation | Assign staff to patients or rooms. Provide means for ordering consumables. Provide means for ordering drugs. Provide means for ordering laundry. Provide means for",Via the CPOE System within a hospital. Extern via their own pharmacists information system.,1,single,IS_2022_07_18,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How do pharmasists get acess to e-prescriptons?
Answer: "
Ist openEHR ein Standard?,Is openEHR a standerd?,"
 openEHR is an open standard for highly structured EHRs and an open standard for highly unstructured EHRs.
 It reduces the indeterminacy of the way of interaction, for example, between HL7 V2 and openEHR by proposing clear rules for their joint use.
 The open specification includes openly available REST APIs for programmers and vendors and supports several implementation/representation formats.
 Finally, it makes it possible to build a full, vendor-independent EHR within and across health care facilities.
 
 #### Reference: 1. World Health Organization (WHO) ICD-11 International Classification of Diseases 11th Revision. Geneva: World Health Organization; 2021. https://​icd.​who.​int/​en. Accessed 15 Jan 2023.
 8. Institute of Electrical and Electronics Engineers (2000). IEEE-Std 11073–2070: recommended practice for architectural description of software-intensive systems. http://​standards.​ieee.​org. Accessed 15 Jan 2023.
 9. Weill P, Ross JW. IT Governance. How top performers manage IT decision rights for superior results. Harvard: Harvard Business School Press; 2004. p. 34ff.
 
 # 2. Basic Concepts and Terms
 ## 2.1 Introduction
 Health informatics specialists usually deal with ambiguous terms based in computer science, medicine, health sciences, business sciences, and related disciplines.
 In practice, ambiguous terms lead health informatics students and health care professionals in the same way that they are dealing with in this textbook.
 One major objective of this textbook is to provide the reader with a clear terminology, i.e., a system of concepts and related terms and their treatment, for health information systems and their management.
 Such a terminology helps health informatics students and health care professionals in specifying, describing, and communicating their objectives, their tasks, and their working results.
 
 This chapter introduces the terminology for health information systems and their management as used","Yes, openEHR is an open standard specification in health informatics that describes the management and storage, retrieval and exchange of health data in electronic health records.",1,single,IS_2022_09_27,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Is openEHR a standerd?
Answer: "
Was ist ein Modell?,What is a modle in the context of health information sistems?,"3LGM^2 is a metamodel for modeling (health) information systems.
 It links the logical and physical tools that are used in health information systems to health care functions, which describe the tasks to be performed in certain health care settings, for example, when and by whom
 - Application components are sets of implemented rules which control data processing of certain physical and logical tools. A component can be either computer-based application components (--> application component) or non-computer-based application components (paper-based application component)
 - Application software products are sets of implemented rules which control the purchase or introduction of application components from vendors. A software product from a vendor may consist of different modules for different functional areas (e.g., a module for operation planning and execution, a module for nursing).
 - Vendors may offer different modules for different functional areas by themselves (e.g., a module for operation planning and execution, a module for nursing).
 - Vendors may also offer tools for decision support (e.g., an app for decision support planning, an app for decision support in general).
 - 
 The tools for data, information, and knowledge processing at a health care facility are called the information system.
 - 
 `An information system is defined as that socio-technical subsystem of a health-related setting which comprises all data, information, and knowledge processing as well as the associated human or technical actors in their respective data, information, and knowledge processing roles.`
 
 As stated above, if a facility has an information system from the beginning of its existence, it is usually chaired by one or more application components that support information processing functions.
 The information system of a health care facility is called the health care facility’s information system.
 
 `An information system is defined as that socio-technical subsystem of a health-related setting where information processing is carried out.`
 
 As stated above, if a facility has an information system from the beginning of its existence, it is usually chaired by one or more application components that support information processing functions.
 The information system of a health care facility can be called the health care facility’s information system.
 
 ## 2.9 Information Logistics in Health Information Systems
 The goal of a health information system is to sufficiently",A model is a representatiuon of a system or process that is used to help understand and predict the behavor of the system or process. Health information systems models can be used to help design and evaluate health information systems. They can also beused to help identify areas for improvement in health information systems.,1,single,IS_2022_09_27,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: What is a modle in the context of health information sistems?
Answer: "
Was tut ein Kommunikationsserver?,What does a comunication server do in the context of health information sistems?,"
 - Function: In Sect. 28, we introduced the function patient admission in a hospital. Now we can describe the --> information processing of a hospital in more detail.
 - Information system: --> Socio-technical subsystem of a setting (Chap. 2).
 - Infrastructure of an information system: Set of --> components of the --> information system and services which are centrally coordinated and provided use throughout the --> health care setting, such as --> physical data processing systems and --> application components (Sect. 2.​11).
 - Inter-layer relationship: Dependencies among --> components of different layers in the --> 3LGM. Relationships exist between concepts at the --> domain layer and the --> logical tool layer and between concepts at the logical tool layer and the --> physical tool layer (Sect. 2.​14).
 - Inter-layer interoperability: Ability of two --> components to exchange --> information with each other in certain organizational contexts, for example, in certain processes (Sect. 3.​7.​1).
 - Inter-layer relationship: Dependencies among --> components of different layers in certain --> health information systems (Sect. 2.​14).
 - Inter-layer interoperability: Ability of --> components of different layers to exchange --> information with each other in certain organizational contexts, for example, in certain processes (Sect. 3.​7.​2).
 - Inter-layer integration: Union of parts making a whole, which—as opposed to its parts—displays a new quality that the parts have together (Sect. 3.​8).
 - Inter-layer interoperability: Ability of --> components of different layers to exchange --> information with each other in certain organizational contexts, for example, in certain processes (Sect. 3.​7.​2).
 - Inter-layer relationship: Dependencies among --> components of different layers in certain --> health information systems (Sect. 2.​14).
 - Inter-layer interoperability: Ability of --> components of different layers to exchange --> information with each other in certain organizational contexts, for example, in certain processes (Sect. 3.​7.​2).
 - Inter-layer interoperability: Ab",A communication server in the context of health information systems is a server that enables communication between different systems. It is responsible for routing messages between different applications and systems. It can also be used to manage the flow of data between different systems.,1,single,IS_2022_09_27,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: What does a comunication server do in the context of health information sistems?
Answer: "
Ist „Dokumentation“ eine datenverarbeitende Aufgabe bzw. eine enterprise function?,"Is ""documentaion"" a data proccessing task or an enterprize function?","
 Study “Documentation of clinical Decision-Making in Transinstitutional Health Information Systems”: A Five-Site Qualitative Needs Assessment in Transinstitutional Health Information Systems.” [5]
 - Enterprise function: In business, functions mainly emphasize the contribution of --> activities to --> business goals, whereas --> information processing tools emphasize the --> information processing aspects of activities (Sect. 2.​8).
 - Enterprise resource planning system (ERPS): --> Application system supporting --> functions related to --> information processing of an enterprise (Sect. 3.​4.​10).
 - Entity: Excerpt of the real or conceivable world (Sect. 2.​8).
 - Entity type: Set of virtual or physical --> entities that have certain properties in common (e.g., “discharge letter” or “patient”) (Sect. 2.​8).
 - Evaluation: Act of measuring or exploring --> components of a --> health information system. The result of an evaluation should provide information to support decisions concerning the health information system, such as decisions regarding optimizing, replacing, or further deploying an --> application component (Sect. 5.​4).
 - Feature: Functionality offered by the --> application software product of an --> application system which directly contributes to the fulfillment of one or more --> functions (Sect. 2.​9).
 - Feature integration: Condition of an --> information system in which --> features needed in more than one --> application system are implemented only once, for example, as --> services, and can be invoked by other application systems (Sect. 3.​8).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. 4.​7.​4).
 - Health care facility: Health care institutions such as hospitals, nursing homes, or general practitioners (GP); type of --> health care setting (Sect. 2.​3).
 - Health care network: --> Health care setting consisting of different actors enabling a patient-oriented process, encompassing prevent",A data processing task,1,single,IS_2022_09_27,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Is ""documentaion"" a data proccessing task or an enterprize function?
Answer: "
Wie erfolgt die Kommunikation der Anforderung (order) an das LIS?,How is the request (order) comunicated to the LIS?,"
 The request was made by the ordering unit of the hospital.
 It is nowhere in the LIS.
 
 ### 3.9.2 Supply and Disposal Management, Scheduling, and Resource Allocation
 The health care facility must offer sufficient and well-organized resources for patient care.
 This is true for wards (ward management) as well as outpatient units (outpatient management). Efficient process organization is extremely important, for example, in outpatient units or outpatient units, and can be supported, for example, by providing working lists for individual staff members by issuing reminders about appointments or by visualizing actual process flow.
 The facility’s information system must be able to support communication of all involved units and facilities involved in patient care.
 This comprises, for example, synchronous (e.g., telephone) and asynchronous (e.g., blackboards, brochures, email) communication.
 Staff members must be able to be contacted within a prescribed period of time.
 
 **Supply and Disposal Management**
 Supply and disposal of materials, food, drugs, and so on must be guaranteed.
 - Catering
 - Material and medication management
 - Laundry management
 - Management of medical devices
 - Scheduling and resource allocation
 
 **Human Resources Management**
 - This contains all tasks for the development and improvement of the productivity of staff.
 - It comprises, for example, staff and position planning, the staff register, staff scheduling, and staff payroll.
 - administration of human resource master data,
 - human resource planning,
 - work organization and time management,
 - payroll accounting,
 - administration of business trips and further training.
 - performance of legal notification requirements, for example, data on quality of life.
 
 #### Reference Management of Information Systems (RMIS)
 The facility must be able to document the facility’s information processing in an accurate, complete, quick, and patient-oriented way.
 This is only possible if the information systems are systematically planned, monitored, and directed.
 
 Management of information systems can be differentiated into strategic,",It isn't. The call is made from the work place during the context integration of patient identifying data to the LIS.,1,single,IS_2022_09_27,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How is the request (order) comunicated to the LIS?
Answer: "
