question,transformed,generated,true_answer,num_answers,type,source,context,true_input
"In Sect. 4.2, we introduced a three-dimensional classification of activities of management of information systems. How would you describe the scope and tasks of the following activities of managing information systems? - Developing a strategic information management plan (e.g., this is related to strategic planning),",How would you describe the scope and tasks of the following activities of managing information systems: Developing a strategic information management plan,"
 - Developing a strategic information management plan (e.g., this is related to planning),
 - Initiating projects from the strategic project portfolio,
 - Collection and analysis of data from user surveys on their general satisfaction with the health information system,
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Operation of a service system in which the availability of one function is supported by one and only one application component.
 - Operation of a service system in which the availability of a function is supported by more than one application components.
 - Operation of a service system in which the availability of a function is supported by one application component only once a day.
 - Operation of a service system in which the availability of a function is supported by another application system (e.g., cancellation of an appointment when it is already been made).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one function is supported by one and only one application component (Sect. 4.​7.​4).
 - Functional redundancy: Situation where copies of --> functions that are performed in different application systems can be identical (Sect. 3.​8.​1).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one function is supported by one and only one application component (Sect. 4.​7.​4).
 - Functional redundancy: Situation where copies of --> functions that are performed in different application systems can be identical (Sect. 3.​8.​1).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one function is supported by one and only one application component (Sect. 4.​7.​4).
 - Functional redundancy: Situation where copies of --> functions that are performed in different application systems can be identical (Sect. 3.​8.​1",Developing a strategic information management plan: strategic planning,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Developing a strategic information management plan
Answer: "
"- Initiating projects from the strategic project portfolio,",How would you describe the scope and tasks of the following activities of managing information systems: Initiating projects from the strategic project portfolio,"
 - Initiating projects from the strategic project portfolio,
 - Collection and analysis of data from user surveys on their general satisfaction with the health information system,
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Availability of data for use in real time,
 - To support faster and better diagnosis and therapy: The CPOE system provides a working list for individual patients and receives confirmation on the completion of a task from all involved units.
 - To receive and present findings: The CPOE system can receive and present findings from all involved units, for example, laboratory findings and radiology reports.
 - To transmit and receive messages: The CPOE system can send and receive messages to other application systems, for example, can send messages to other units or to other application systems. A message is sent from another application system to the CPOE system, for example, when exchanging data between the patient administration system and the LIS. A message is also sent from other application systems to the CPOE system when triggered by specific actions, for example, when initiating a specific project. A message is sent from the CPOE system to other application systems when triggered by specific actions, for example, when exchanging data between the patient administration system and the LIS. A message is sent from other application systems to the CPOE system when triggered by specific actions, for example, when exchanging data between the patient administration system and the LIS. A message is sent from the CPOE system to other application systems when triggered by specific actions, for example, when exchanging data between the patient administration system and the LIS. A message is sent from other application systems to the CPOE system when triggered by specific actions, for example, when exchanging data between the patient administration system and the LIS. A message is sent from the CPOE system to other application systems when triggered by specific actions, for example, when exchanging data between the patient administration system and the LIS. A message is sent from other application systems to the CPOE system when triggered by specific actions, for example, when exchanging data between the patient administration system and the LIS",Initiating projects from the strategic project portfolio: strategic directing,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Initiating projects from the strategic project portfolio
Answer: "
"- Collection and analysis of data from user surveys on their general satisfaction with the health information system,",How would you describe the scope and tasks of the following activities of managing information systems: Collection and analysis of data from user surveys on their general satisfaction with the health information system,"
 - Data Collection: Collection of data from patient surveys.
 - Data integration: Union of parts making a whole, which—as opposed to its parts—displays a new quality.
 - Data warehouse: --> Application system supporting --> functions related to --> information processing of an organization (e.g., supporting --> functions such as --> information processing, planning, organization of data collection, and for --> analysis (Analysis Data Warehouse).
 - DB^1 architecture: --> Architecture of a health information system where the --> functions are supported by one and only one database system (Sect. 3.​6.​1).
 - DB^n architecture: --> Architecture of a health information system where the --> functions are supported by more than one database system (Sect. 3.​6.​2).
 - Directing: Task of --> strategic information management that comprises the transformation of a --> strategic information management plan into action, typically by initiation of --> projects (Sect. 4.​3.​3).
 - Distributed architecture: --> Architecture of an information system where the --> functions are supported by several --> application components that each store --> data on certain --> entity types persistently in their own database. Synonym: DB^n architecture (Sect. 3.​6.​2).
 - Document archiving system (DAS): --> Application system supporting long-term archiving of paper-based and digital documents. Can be realized by --> vendorors (VNAs) (Sect. 3.​4.​12).
 - Domain layer: Part of a --> 3LGM². Describes --> information processing functions and --> entity types (Sect. 2.​14.​1).
 - Electronic health record (EHR): Collection of a person’s health --> data from one certain --> health care facility where the person is or has been a patient. The EHR is stored by --> application systems designated for this purpose by the facility (Sect. 2.​10).
 - Electronic patient record (EPR): --> Application system supporting --> functions related to --> information processing of an intensive care unit of a --> health care facility (Sect. 2.​4).
 - Enterprise function: In business, functions mainly emphasize the contribution of --> activities to --> business goals,",Collecting and analyzing data from user surveys on their general health information system’s satisfaction: strategic monitoring,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Collection and analysis of data from user surveys on their general satisfaction with the health information system
Answer: "
"- Planning a project to select and introduce a new CPOE system,",How would you describe the scope and tasks of the following activities of managing information systems: Planning a project to select and introduce a new CPOE system,"
 - planning of a project to select and introduce a new CPOE system
 - planning of a project to introduce a new CPOE system
 - execution of work packages within an evaluation project of a CPOE system
 - analysis of data in an intensive care unit of a CPOE system
 - Planning of a user service desk for a group of clinical application components
 - Operation of a service desk for a group of clinical application components
 - Daily monitoring of network availability and network failures.
 - Availability of data in an emergency when it is needed during patient care.
 - Data consistency is maintained in an application system when data that have already been recorded once in one application component are made available in a coherent and uniform way wherever they are needed, i.e., in other application components, without having to be reentered.
 - Data integration is achieved in a uniform way and thus in an economically reasonable way, when data that have already been recorded in one application component are made available in a coherent and uniform way wherever they are needed, i.e., in other application components, without having to be reentered.
 - Data warehouse system (DWS), an application system supporting --> functions related to data collection, analysis, and presentation, is used in a hospital.
 - DB^1 architecture, i.e., architecture with a central database, is used in many countries for the national architecture.
 - DB^n architecture, i.e., architecture with a decentralized database, is used in Germany for the national architecture.
 - Directing is the process that balances and harmonizes the business goals of the health care facility and the strategic information management goals to obtain the best result.
 - Distributed architecture, i.e., architecture where the --> functions are supported by several --> application components that each store data on certain --> entity types persistently in their own database.
 - Document archiving system (DAS), an application system supporting long-term archiving of paper-based and digital documents.
 - Domain layer, i.e., the layer describing the domain layer of a 3LGM^2 model.
 - Electronic health record (EHR), Collection of a person’sss health --> data from one certain --> health care facility where the person is or",Planning a project to select and introduce a new CPOE system: tactical planning,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Planning a project to select and introduce a new CPOE system
Answer: "
"- Executing work packages within an evaluation project of a CPOE system,",How would you describe the scope and tasks of the following activities of managing information systems: Executing work packages within an evaluation project of a CPOE system,"
 - Scope: The scope of the following activities of managing information systems: - Task: The tasks of --> planning, --> execution of an event (e.g., - both planning and execution of an event).
 - Method: The scope of the following activities of managing information systems: - Planning of a --> strategic information management plan (e.g., planning of the --> strategic information management plan).
 - Monitoring: Task of --> strategic management of information systems that continuously audits quality and cost of the information system and assesses whether the strategic information management plan is implemented as intended (e.g., audits whether the intended recipient groups of the --> messages are actually receiving the same messages).
 - Non-computer-based application component: Sets of organizational rules for data processing which are implemented by non-computer-based --> physical tools. Specialization of --> application component. Synonym: Paperless application component (Sect. 2.​9).
 - Nursing management and documentation system (NMDS): --> Application system supporting --> functions related to patient administration and decision-making in an ICU (Sect. 3.​4.​8).
 - Object identity: Situation where all objects (--> entities) can be uniquely and correctly identified. In --> health information systems, this is especially important for --> entity types with a --> unique --> object identity (Sect. 3.​5).
 - Open platform: --> Application system that stores --> data based on open specifications and open --> information models and provides open Application Programming Interfaces (API) for storing and querying these specifications (Sect. 3.​9).
 - open standardized documentation: Documentation where the --> entity types for which --> data are to be recorded, the properties (attributes) of the --> objects of these --> entity types that are to be documented, and the exact value set of these attributes are defined (Sect. 3.​2).
 - Operation management system (OMS): --> Application system supporting --> functions related to --> information processing of an operating room unit of a --> health care facility (Sect. 3.​4.​8).
 - Operational management of information systems: Responsible for smooth operation of the --> components of the --> information system in accordance with the --> strategic information management",Executing work packages within an evaluation project of a CPOE system: tactical directing,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Executing work packages within an evaluation project of a CPOE system
Answer: "
"- Assessment of user satisfaction with a new intensive care system,",How would you describe the scope and tasks of the following activities of managing information systems: Assessment of user satisfaction with a new intensive care system,"
 - Planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Analysis of network availability and network failures.
 - Planned functionality redundancy: --> Functionality that is performed in more than one health care facility (e.g., --> functions that are performed in more than one health care facility are modeled only once in the domain layer of Fig. 3.​8).
 - Planned application components: --> Application components that are planned to be used in the future state of the information system (e.g., --> application components that are planned to be used in the next year).
 - Planned physical data processing system: --> Physical data processing system such as a specific server or a specific PC (e.g., a computer system that is able to exchange --> data via a specific physical data processing system).
 - Planned organization of the information management: --> Organization of the information management (e.g., a clear indication of the organizational structures for decision-making for --> strategic alignment).
 - Planned functionality: --> Functionality that is performed in a certain health care facility but is well supported by one or more --> application components (Sect. 3.​8).
 - Planned application components: --> Application components that are well supported by one or more --> application components (Sect. 3.​4).
 - Planned physical data processing system: --> Physical data processing system such as a specific computer system (e.g., a computer system that is able to exchange --> data via a specific physical data processing system).
 - Planned organization of the information management: --> Organization of the information management (e.g., a clear indication of the organizational structures for decision-making in a --> health care facility).
 - Planned functionality: --> Functionality that is well supported by one or more --> application components (Sect. 3.​8).
 - Planned application components: --> Application components that are well-supported by one or more --> application components (Sect. 3.​4).
 - Planned physical data processing system: --> Physical data processing system such as a --> physical data processing system that is able to exchange --> data via",Assessment of user satisfaction with a new intensive care system: tactical monitoring,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Assessment of user satisfaction with a new intensive care system
Answer: "
"- Planning of a user service desk for a group of clinical application components,",How would you describe the scope and tasks of the following activities of managing information systems: Planning of a user service desk for a group of clinical application components,"
 - planning of a service support system for a group of clinical application components,
 - Operation of a service support system for a group of clinical application components,
 - Daily monitoring of network availability and network failures.
 - Analysis of network availability and network failures.
 - Planned functionality: --> Functionality that is planned to be supported by one or more --> application components when introduced in Sect. 3.​8.​2).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. 4.​7.​4).
 - Functional redundancy: Situation where copies of --> functions are identical. A precondition for --> functional redundancy (Sect. 3.​8.​1).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. 4.​7.​2).
 - Functional redundancy: Situation where copies of --> functions are identical. An application component can be considered functional redundant with respect to a certain --> function if it is syntactically interoperable with respect to that function and can use the syntactic interoperability of that function (Sect. 3.​8.​2).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (Sect. 4.​7.​2).
 - Functional redundancy: Situation where copies of --> functions are identical. An application component can be considered functional redundant with respect to a certain --> function if it is syntactically interoperable with respect to that function and can use the syntactic interoperability of that function (Sect. 3.​8.​2).
 - Function: Short for --> information processing function (Sect. 2.​8).
 - Functional leanness: Situation where one --> function is supported by one and only one --> application component (",Planning of a user service desk for a group of clinical application components: operational planning,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Planning of a user service desk for a group of clinical application components
Answer: "
"- Operation of a service desk for a group of clinical application components,",How would you describe the scope and tasks of the following activities of managing information systems: Operation of a service desk for a group of clinical application components,"
 - Operation of a service desk for a group of clinical application components: Sect. 3.​9.​2).
 - Daily monitoring of network availability and network failures: operational management of information systems (OMS).
 - Directing: Task of --> strategic management of information systems that comprises the transformation of a --> strategic information management plan into action, typically by initiation of --> projects (Sect. 4.​3.​3).
 - Distributed architecture: --> Architecture of an information system where the --> information system comprises several --> application components that each store --> data on certain --> entity types persistently in their own database. Synonym: DB^n architecture (Sect. 3.​6.​1).
 - Document archiving system (DAS): --> Application system supporting long-term archiving of paper-based and digital documents. Can be realized by --> vendorors (VNAS) (Sect. 3.​4.​12).
 - Domain layer: Part of a --> 3LGM². Describes --> information processing functions and --> entity types (Sect. 2.​14.​1).
 - Electronic health record (EHR): Collection of a person’sss health --> data from one certain --> health care facility where the person is or has been a patient. The EHR is stored by --> application systems designated for this purpose by the facility (Sect. 2.​10).
 - Electronic patient record (EPR): --> Application system supporting --> functions related to patient administration in --> health care facilities. The EPR is stored by --> application systems designated for this purpose by the --> vendorors of the --> respective --> application software products (VNPR). (Sect. 3.​4.​1).
 - Enterprise function: In business informatics, enterprise functions mainly emphasize the contribution of --> activities to --> business goals, whereas functions, in the meaning presented here, emphasize the --> information processing aspects of activities (Sect. 2.​8).
 - Enterprise resource planning system (ERPS): --> Application system supporting --> functions related to --> information processing of financial accounting, such as debtor accounting, credit accounting, and asset accounting (Sect. 3.​4.​10).
",Operation of a service desk for a group of clinical application components: operational directing,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Operation of a service desk for a group of clinical application components
Answer: "
- Daily monitoring of network availability and network failures.,How would you describe the scope and tasks of the following activities of managing information systems: Daily monitoring of network availability and network failures,"
 - Strategic planning of a strategic information management plan (e.g., this is related to strategic planning),
 - execution of diagnostic, therapeutic, and nursing procedures,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of network availability and network failures,
 - planning of a user service desk for a group of clinical application components,
 - Operation of a service desk for a group of clinical application components,
 - Daily monitoring of",Daily monitoring of network availability and network failures: operational monitoring,1,single,Book,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: How would you describe the scope and tasks of the following activities of managing information systems: Daily monitoring of network availability and network failures
Answer: "
Definieren Sie den Begriff „Krankenhausinformationssystem“.,"Define the term ""hospital information system"".","
 - hospital information system: --> Socio-technical subsystem of a hospital, comprising all data, information, and knowledge processing as well as the associated human or technical actors in their respective data, information, and knowledge processing roles (Sect. 2.​1).
 - Hospital management information system: Deals with the organizational structures for decision-making for --> information processing of hospitals. It depends on the hospital’s size, internal organization, needs, and goals (Sect. 2.​12).
 - Hospital information system: --> Socio-technical subsystem of a hospital, comprising all data, information, and knowledge processing tools that are relevant for hospital management but have no external validity (Sect. 2.​11).
 - Hospital management of information systems: Deals with the --> information processing as a whole and establishes strategies and principles for the evolution of the --> information system. It depends on the hospital’s size, internal organization, needs, and goals (Sect. 2.​12).
 - Hospital information system: --> Socio-technical subsystem of a hospital, comprising all data, information, and knowledge processing tools that are relevant for hospital management but have no external validity (Sect. 2.​1).
 - Hospital interoperability: Ability of two --> application systems to exchange --> information with each other and to use the information that has already been exchanged. Aspects of interoperability comprise --> technical interoperability, --> organizational interoperability, and --> data interoperability (Sect. 3).
 - Interoperability standard: Comprises standards for --> technical interoperability (also called --> protocols), --> organizational interoperability (commonly called interoperability standard or IHE standards. For the exchange of --> data, HL7 V2 or V3 could be used as an interoperability standard (Sect. 3.​7.​2).
 - Inter-layer relationship: Dependencies among --> components of different layers in the --> 3LGM. Relationships exist between concepts at the --> domain layer and the --> logical tool layer and between concepts at the logical tool layer and the --> physical tool layer (Sect. 2.​14).
 - Inter-layer interoperability:","A Hospital Information system is the socio-technical subsystem of for hospitals. It comprimises all data, information, and knowledge processing as well as the associated human or technical actors in their respective data, information, and knowledge processing roles.",1,single,IS_2022_07_18,,"Instruction: You are given a question. Answer the question to your best knowledge.
Question: Define the term ""hospital information system"".
Answer: "
